Région,Délegation,Commune,Nom établissement,Catégorie
Tanger-Tetouan-Al Hoceima,Mdiq-Fnideq,Fnideq (Mun.),Mdiq Fnideq (My Rachid),CRSR
Tanger-Tetouan-Al Hoceima,Mdiq-Fnideq,Fnideq (Mun.),Mdiq Fnideq (My Rachid),CDTMR
Tanger-Tetouan-Al Hoceima,Mdiq-Fnideq,Martil (Mun.),Diza,CSU-1
Oriental,Berkane,Ahfir (Mun.),Ahfir,CSU-2
Oriental,Berkane,Ain Erreggada (Mun.),Ain Erreggada,CSU-1
Oriental,Berkane,Aklim (Mun.),Aklim   ,CSU-2
Oriental,Berkane,Berkane (Mun.),Al Qods,CSU-1
Oriental,Berkane,Berkane (Mun.),Moukaouama (Lemhel),CSU-1
Oriental,Berkane,Berkane (Mun.),Bouhdila,CSU-1
Oriental,Berkane,Saidia (Mun.),Saidia,CSU-1
Oriental,Berkane,Sidi Slimane Echcharraa (Mun.),S.Sl. Echcherraa,CSU-1
Oriental,Berkane,Aghbal,Lamriss (Od Al Bali),DR
Oriental,Berkane,Aghbal,Aghbal,CSR-1
Oriental,Berkane,Fezouane,Fezouane,CSR-1
Oriental,Berkane,Laatamna,Laatamna       ,CSR-1
Oriental,Berkane,Madagh,Madagh,CSR-1
Oriental,Berkane,Madagh,Ain Zebda,DR
Oriental,Berkane,Zegzel,Aouloute (Zegzel),CSR-1
Oriental,Berkane,Boughriba,Dzayest  ,CSR-1
Oriental,Berkane,Chouihia,Chouihiya  ,CSR-1
Oriental,Berkane,Rislane,Rislane,CSR-1
Oriental,Berkane,Sidi Bouhria,Sidi Bouhria,CSR-1
Oriental,Berkane,Tafoughalt,Tafoughalt,CSR-2
Oriental,Berkane,Berkane (Mun.),CDTMR Berkane,CDTMR
Oriental,Berkane,Berkane (Mun.),Berkane,LSP
Oriental,Berkane,Boughriba,Boughriba,CSR-1
Oriental,Berkane,Berkane (Mun.),Zellaka,CSU-1
Oriental,Berkane,Chouihia,Argana,CSR-1
Oriental,Driouch,Mtalssa,MTALSSA,CSR-1
Oriental,Driouch,Tsaft,Kassita,CSR-2
Oriental,Driouch,Ijermaouas,Ijermaouas,CSR-2
Oriental,Driouch,Ijermaouas,Izray,DR
Oriental,Driouch,Oulad Amghar,IMASSOUDEN (Ouled Amghar),CSR-2
Oriental,Driouch,Ben Taieb (Mun.),Ben Taieb,CSU-2
Oriental,Driouch,Midar (Mun.),Midar,CSU-2
Oriental,Driouch,Driouch (Mun.),Driouch,CSU-1
Oriental,Driouch,Talilit,Talilit    ,CSR-1
Oriental,Driouch,Ouardana,Ouardana,CSR-1
Oriental,Driouch,M'Hajer,M'hajer,CSR-1
Oriental,Driouch,Iferni,Midar Haut,CSR-1
Oriental,Driouch,Iferni,B.BOUYIRI JBEL (Bouyart),DR
Oriental,Driouch,Tafersit,Tafersit,CSR-2
Oriental,Driouch,Azlaf,Azlef,CSR-1
Oriental,Driouch,Boudinar,Boudinar  ,CSR-2
Oriental,Driouch,Boudinar,IJJATI (Ait Chokt),DR
Oriental,Driouch,Bni Marghnine,Trifa B.Marghnine,CSR-1
Oriental,Driouch,Temsamane,Khmiss Temsamane,CSR-1
Oriental,Driouch,Trougout,Trougout,CSR-2
Oriental,Driouch,Ain Zohra,Ain Zohra,CSR-2
Oriental,Driouch,Oulad Boubker,Oulad Boubker,CSR-1
Oriental,Driouch,Dar El Kebdani,Dar Elkebdani,CSR-2
Oriental,Driouch,Tazaghine,Tazaghine,CSR-2
Oriental,Driouch,Amejjaou,Tkhabacht (Ihmidaten),CSR-1
Oriental,Driouch,Amejjaou,Bouramana,DR
Oriental,Driouch,Ait Mait,Ait Mait,CSR-1
Oriental,Driouch,Mtalssa,Ouled Driss,DR
Oriental,Driouch,Tsaft,Bni Ziane,DR
Oriental,Driouch,Iferni,AitLahcen Oualla,DR
Oriental,Driouch,Boudinar,Salda,DR
Oriental,Driouch,Talilit,Iouchikhane,DR
Oriental,Driouch,Oulad Boubker,Ihaddachen,DR
Oriental,Figuig,Bouarfa (Mun.),Bouarfa,CSU-1
Oriental,Figuig,Bouarfa (Mun.),Vllage Toba,CSU-1
Oriental,Figuig,Figuig (Mun.),Figuig,CSU-2
Oriental,Figuig,Figuig (Mun.),Zenaga,CSU-1
Oriental,Figuig,Ain Chair,Ain Chair,CSR-1
Oriental,Figuig,Bni Tadjite,Bni Tadjite,CSR-2
Oriental,Figuig,Bni Tadjite,Ait Hmad Ou Haddou,DR
Oriental,Figuig,Bni Tadjite,Taguitount,DR
Oriental,Figuig,Bouanane,Bouanane,CSR-2
Oriental,Figuig,Bouanane,El Hirch,DR
Oriental,Figuig,Bouanane,Ambaj,DR
Oriental,Figuig,Bouanane,Tamlilt,DR
Oriental,Figuig,Ain Chouater,Ain Chouater,CSR-1
Oriental,Figuig,Bouchaouene,Bouchaoun (Anoual),CSR-2
Oriental,Figuig,Bouchaouene,Laghssira (Ait Meziane),DR
Oriental,Figuig,Boumerieme,Boumeriem Centre (Taoura),CSR-2
Oriental,Figuig,Boumerieme,Aghmat,DR
Oriental,Figuig,Talsint,Talsint,CSR-2
Oriental,Figuig,Talsint,Ait Idir,DR
Oriental,Figuig,Talsint,Chaib,DR
Oriental,Figuig,Abbou Lakhal,Abbou Lakhal,CSR-1
Oriental,Figuig,Bni Guil,Bni Guil,CSR-1
Oriental,Figuig,Bni Guil,Ich,DR
Oriental,Figuig,Bni Guil,El Mangoub,DR
Oriental,Figuig,Maatarka,Maatarka,CSR-1
Oriental,Figuig,Tendrara,Tendrara,CSR-2
Oriental,Figuig,Tendrara,Traride,DR
Oriental,Guercif,Guercif (Mun.),OULED HAMMOUSSA,CSU-2
Oriental,Guercif,Taddart,SOUIHLA,DR
Oriental,Guercif,Saka,EL KHATT,DR
Oriental,Guercif,Guercif (Mun.),C.DIAGNOSTIC Guercif,CDTMR
Oriental,Guercif,Guercif (Mun.),LABORATOIRE Guercif,LSP
Oriental,Guercif,Guercif (Mun.),Centre de référence Guercif,CRSR
Oriental,Guercif,Guercif (Mun.),S.Moha B.Ahmed,CSU-1
Oriental,Guercif,Guercif (Mun.),Nougd      ,CSU-1
Oriental,Guercif,Guercif (Mun.),Ghiyata,CSU-1
Oriental,Guercif,Assebbab,Sebab,CSR-1
Oriental,Guercif,Assebbab,Bourached,DR
Oriental,Guercif,Barkine,Barkine,CSR-2
Oriental,Guercif,Barkine,Tamjilte  ,DR
Oriental,Guercif,Barkine,Bni Mekbal,DR
Oriental,Guercif,Barkine,Bni Bouyaloul,DR
Oriental,Guercif,Barkine,Bouhassane,DR
Oriental,Guercif,Houara Oulad Raho,Houara,CSR-1
Oriental,Guercif,Houara Oulad Raho,LAMDAFRA,DR
Oriental,Guercif,Lamrija,Lamrija,CSR-2
Oriental,Guercif,Lamrija,Rchida,DR
Oriental,Guercif,Lamrija,Oulad Hmid,DR
Oriental,Guercif,Saka,Saka,CSR-2
Oriental,Guercif,Saka,Hassi Ouanazga,DR
Oriental,Guercif,Oulad Bourima,Oulad Bourima,CSR-1
Oriental,Guercif,Taddart,Taddart,CSR-2
Oriental,Guercif,Taddart,Sefsafate (Tirhza),DR
Oriental,Guercif,Mazguitam,Mazguitam  ,CSR-2
Oriental,Guercif,Ras Laksar,Ras Laksar (Zebzit),CSR-2
Oriental,Guercif,Houara Oulad Raho,Sidi BEN Jaafar,DR
Oriental,Guercif,Houara Oulad Raho,Ouled Saleh,CSR-1
Oriental,Guercif,Saka,Ouled Othman,DR
Oriental,Guercif,Saka,El Foukara,DR
Oriental,Guercif,Guercif (Mun.),Chuibir,CSU-1
Oriental,Guercif,Taddart,Msoun,DR
Oriental,Guercif,Ras Laksar,Tammasst,DR
Oriental,Jerada,Bni Mathar,ZAOUIA,DR
Oriental,Jerada,Ain Bni Mathar (Mun.),Ain Bni Mathar,CSU-2
Oriental,Jerada,Jerada (Mun.),Hassi Blal  ,CSU-1
Oriental,Jerada,Jerada (Mun.),Jerrada Medina   ,CSU-1
Oriental,Jerada,Jerada (Mun.),Al Hay L'jadid (Novo Centre),CSU-1
Oriental,Jerada,Jerada (Mun.),El Massira,CSU-1
Oriental,Jerada,Jerada (Mun.),Ibn Rochd,LSP
Oriental,Jerada,Touissit (Mun.),Touissit,CSU-1
Oriental,Jerada,Guenfouda,Guenfouda,CSR-2
Oriental,Jerada,Laaouinate,Laaouinate,CSR-1
Oriental,Jerada,Gafait,Gafait        ,CSR-2
Oriental,Jerada,Lebkhata,Lebkhata,CSR-1
Oriental,Jerada,Ras Asfour,Ras Asfour,CSR-1
Oriental,Jerada,Sidi Boubker,Sidi Boubker,CSR-1
Oriental,Jerada,Tiouli,Tiouli,CSR-1
Oriental,Jerada,Tiouli,Od EL HIMER,CSR-1
Oriental,Jerada,Bni Mathar,Bni Mathar,CSR-1
Oriental,Jerada,Oulad Sidi Abdelhakem,Od Sidi Abdelhakem,CSR-1
Oriental,Jerada,Mrija,Mrija,CSR-2
Oriental,Jerada,Oulad Ghziyel,Oulad Ghziyel,CSR-1
Oriental,Jerada,Jerada (Mun.),C. DE DIAGNOSTIC ET TRAITEMENT MR,CDTMR
Oriental,Jerada,Ain Bni Mathar (Mun.),Hay Ezzayani,CSU-1
Oriental,Nador,Al Aaroui (Mun.),Al Aarouit      ,CSU-1
Oriental,Nador,Bni Ansar (Mun.),Bni Ansar,CSU-2
Oriental,Nador,Bni Ansar (Mun.),Farkhana   ,CSU-2
Oriental,Nador,Nador (Mun.),El Bahri,CSU-1
Oriental,Nador,Nador (Mun.),Al Masjid,CSU-1
Oriental,Nador,Nador (Mun.),Laari Cheikh  ,CSU-1
Oriental,Nador,Nador (Mun.),Barraca   ,CSU-1
Oriental,Nador,Zaio (Mun.),Zaio      ,CSU-2
Oriental,Nador,Zaio (Mun.),Sebra,CSU-1
Oriental,Nador,Zeghanghane (Mun.),Bni Bouyafrour,CSU-1
Oriental,Nador,Zeghanghane (Mun.),Zeghanghane,CSU-1
Oriental,Nador,Ras El Ma (Mun.),Ras El Ma,CSU-2
Oriental,Nador,Selouane (Mun.),Selouane,CSU-2
Oriental,Nador,Selouane (Mun.),Alomrane,CSU-1
Oriental,Nador,Bni Chiker,Bni Chiker  ,CSR-1
Oriental,Nador,Bni Chiker,Taourirt,DR
Oriental,Nador,Bni Chiker,Rahouana,DR
Oriental,Nador,Bni Chiker,Idoudouhane,DR
Oriental,Nador,Iaazzanene,Iaazzanene,CSR-1
Oriental,Nador,Ihaddadene,Bouzarzaren  (Iheddaden),CSR-1
Oriental,Nador,Ihaddadene,Ihaddaden1,DR
Oriental,Nador,Iksane,Iksane (Ihajjamene),CSR-1
Oriental,Nador,Bni Sidel Jbel,Bni Sidel Jbel,CSR-2
Oriental,Nador,Bni Sidel Louta,Bni Sidel-Louta,CSR-1
Oriental,Nador,Nador (Mun.),Taouima,CSU-1
Oriental,Nador,Afsou,Afsou,CSR-1
Oriental,Nador,Bni Oukil Oulad M'Hand,Bni Oukil,CSR-1
Oriental,Nador,Bni Oukil Oulad M'Hand,Od RAHOU B.AISSA,DR
Oriental,Nador,Hassi Berkane,Hassi-Berkane   ,CSR-2
Oriental,Nador,Tiztoutine,Tistoutine,CSR-1
Oriental,Nador,Al Barkanyene,Ibakaniyene (Ouled Youssef),CSR-1
Oriental,Nador,Arekmane,Arkmane (Kariat),CSR-2
Oriental,Nador,Arekmane,Ouled Zaaj,DR
Oriental,Nador,Oulad Settout,Oulad Settout,CSR-1
Oriental,Nador,Oulad Daoud Zkhanine,Ouled Daoud,CSR-1
Oriental,Nador,Nador (Mun.),Hassani (Hopital),CRSR
Oriental,Nador,Nador (Mun.),La Marche Verte,CDTMR
Oriental,Nador,Nador (Mun.),Labo. Epidemiologique (Cdp),LSP
Oriental,Nador,Bni Ansar (Mun.),Elargi Beni Ensar,CSU-2
Oriental,Nador,Bouarg,Bouarg,CSR-1
Oriental,Nador,Bni Bouifrour,Bni Bouifrour,CSR-1
Oriental,Oujda Angad,Bni Drar (Mun.),Bni Drar,CSU-2
Oriental,Oujda Angad,Naima (Mun.),Neima,CSU-1
Oriental,Oujda Angad,Oujda (Mun.),El Aounia,CSU-1
Oriental,Oujda Angad,Oujda (Mun.),Dhar Lamalla(La Zaret),CSU-1
Oriental,Oujda Angad,Oujda (Mun.),Ryad,CSU-1
Oriental,Oujda Angad,Oujda (Mun.),My Idriss,CSU-1
Oriental,Oujda Angad,Oujda (Mun.),Makcem,CSU-1
Oriental,Oujda Angad,Oujda (Mun.),S.Smail,CSU-1
Oriental,Oujda Angad,Oujda (Mun.),Mbasso,CSU-1
Oriental,Oujda Angad,Oujda (Mun.),Ennasr I,CSU-1
Oriental,Oujda Angad,Oujda (Mun.),Ennasr Ii,CSU-1
Oriental,Oujda Angad,Oujda (Mun.),Mharchi,CSU-1
Oriental,Oujda Angad,Oujda (Mun.),Boudir,CSU-1
Oriental,Oujda Angad,Oujda (Mun.),Koulouche,CSU-1
Oriental,Oujda Angad,Oujda (Mun.),Ettoba,CSU-1
Oriental,Oujda Angad,Oujda (Mun.),Essaada,CSU-1
Oriental,Oujda Angad,Oujda (Mun.),Od NACHEF,CSU-1
Oriental,Oujda Angad,Oujda (Mun.),Sidi Yahia,CSU-1
Oriental,Oujda Angad,Oujda (Mun.),Al Amal,CSU-1
Oriental,Oujda Angad,Oujda (Mun.),Al Andalous,CSU-1
Oriental,Oujda Angad,Oujda (Mun.),Zrarka,CSU-1
Oriental,Oujda Angad,Ain Sfa,Ain Sfa,CSR-1
Oriental,Oujda Angad,Bsara,Bsara,CSR-1
Oriental,Oujda Angad,Ahl Angad,Ahl Angad   ,CSR-1
Oriental,Oujda Angad,Ahl Angad,Ouled Abbes,DR
Oriental,Oujda Angad,Bni Khaled,Bni Khaled,CSR-1
Oriental,Oujda Angad,Isly,Isly,CSR-1
Oriental,Oujda Angad,Mestferki,Mestferki,CSR-1
Oriental,Oujda Angad,Sidi Boulenouar,S.Boulenouar,CSR-1
Oriental,Oujda Angad,Sidi Moussa Lemhaya,S.Moussa Lemhaya,CSR-1
Oriental,Oujda Angad,Oujda (Mun.),Labo. Epidemiologique,LSP
Oriental,Oujda Angad,Oujda (Mun.),Guettar,CSU-1
Oriental,Oujda Angad,Oujda (Mun.),JARF LAKHDAR,CSU-1
Oriental,Oujda Angad,Oujda (Mun.),Assalam,CSU-1
Oriental,Oujda Angad,Oujda (Mun.),Al Fath,CSU-1
Oriental,Oujda Angad,Oujda (Mun.),Centre De Reference,CRSR
Oriental,Oujda Angad,Oujda (Mun.),C. Diagnostic Tuberculose,CDTMR
Oriental,Oujda Angad,Oujda (Mun.),Najd,CSU-1
Oriental,Taourirt,Ahl Oued Za,Krarma,DR
Oriental,Taourirt,Melg El Ouidane,Melg El Ouidane,CSR-1
Oriental,Taourirt,Gteter,Gteter,CSR-1
Oriental,Taourirt,Gteter,Od SLIMANE,DR
Oriental,Taourirt,Taourirt (Mun.),CDTMR Taourirt,CDTMR
Oriental,Taourirt,Debdou (Mun.),Debdou,CSU-2
Oriental,Taourirt,El Aioun Sidi Mellouk (Mun.),Sidi Mellouk,CSU-1
Oriental,Taourirt,Taourirt (Mun.),Takaddoum (Halfa),CSU-1
Oriental,Taourirt,Taourirt (Mun.),Lemsellah,CSU-1
Oriental,Taourirt,Taourirt (Mun.),Moulay Ali Cherif,CSU-1
Oriental,Taourirt,Taourirt (Mun.),20 Aout,CSU-1
Oriental,Taourirt,Sidi Ali Bel Quassem,Beni Reiss,CSR-1
Oriental,Taourirt,Sidi Lahsen,Sidi Lahsen,CSR-2
Oriental,Taourirt,Oulad M'hammed,Oulad M'hammed,CSR-1
Oriental,Taourirt,Mechraa Hammadi,Machraa  Hammadi,CSR-1
Oriental,Taourirt,Mestegmer,Mestegmer,CSR-1
Oriental,Taourirt,Tancherfi,Tancherfi,CSR-1
Oriental,Taourirt,Ahl Oued Za,Bni Yachbel (Ahl Oued Za),CSR-1
Oriental,Taourirt,Sidi Ali Bel Quassem,Tanzaret,DR
Oriental,Taourirt,Sidi Lahsen,Bni Oujguel,DR
Oriental,Taourirt,Ain Lehjer,Sidi Moussa,CSR-1
Fès-Meknès,Meknes,MRhassiyine,Moussaoua,DR
Fès-Meknès,Meknes,Sidi Abdallah Al Khayat,S.Abdellah Khayat,CSR-1
Fès-Meknès,Meknes,Sidi Abdallah Al Khayat,Talaghza,DR
Fès-Meknès,Meknes,Sidi Abdallah Al Khayat,Ait Sidi Hsaine,DR
Fès-Meknès,Meknes,Sidi Abdallah Al Khayat,Sidi Mjahed,DR
Fès-Meknès,Meknes,Charqaoua,Charqaoua,CSR-1
Fès-Meknès,Meknes,Charqaoua,Tadla,DR
Fès-Meknès,Meknes,Oualili,Ain Bziz,DR
Fès-Meknès,Meknes,Oualili,Karmet Ben Salem,DR
Fès-Meknès,Meknes,Oualili,Bouassel,DR
Fès-Meknès,Meknes,Meknès (Mun.),CRSR-Meknes,CRSR
Fès-Meknès,Meknes,Meknès (Mun.),CDTMR Sidi Said,CDTMR
Fès-Meknès,Meknes,Meknès (Mun.),LEHM-Meknes,LSP
Fès-Meknès,Meknes,N'zalat Bni Amar,Nzalat Bni Amar,CSR-1
Fès-Meknès,Meknes,N'zalat Bni Amar,Bni Amar,DR
Fès-Meknès,Meknes,N'zalat Bni Amar,Ouled Youssef,DR
Fès-Meknès,Meknes,N'zalat Bni Amar,Skhirat,DR
Fès-Meknès,Meknes,Oualili,Beni Maraaz,CSR-1
Fès-Meknès,Meknes,Meknès (Mun.),Sbata,CSU-1
Fès-Meknès,Meknes,Meknès (Mun.),Sidi Amar,CSU-1
Fès-Meknès,Meknes,Meknès (Mun.),El Ismailia,CSU-1
Fès-Meknès,Meknes,Meknès (Mun.),Bni M'hamed,CSU-1
Fès-Meknès,Meknes,Meknès (Mun.),Jbabra,CSU-1
Fès-Meknès,Meknes,Meknès (Mun.),Touarga,CSU-1
Fès-Meknès,Meknes,Meknès (Mun.),Sidi Bouzekri,CSU-1
Fès-Meknès,Meknes,Meknès (Mun.),Riyad Kostani,CSU-1
Fès-Meknès,Meknes,Meknès (Mun.),Riad,CSU-1
Fès-Meknès,Meknes,Meknès (Mun.),Bab Rha,CSU-1
Fès-Meknès,Meknes,Meknès (Mun.),Bab Siba,CSU-1
Fès-Meknès,Meknes,Meknès (Mun.),Hay Salam,CSU-1
Fès-Meknès,Meknes,Meknès (Mun.),Sidi Baba,CSU-1
Fès-Meknès,Meknes,Meknès (Mun.),Marjane,CSU-1
Fès-Meknès,Meknes,Meknès (Mun.),Diour Assalam,CSU-1
Fès-Meknès,Meknes,Meknès (Mun.),Ras Aghile,CSU-1
Fès-Meknès,Meknes,Meknès (Mun.),Borj My Omar,CSU-1
Fès-Meknès,Meknes,Meknès (Mun.),Ezzahoua,CSU-1
Fès-Meknès,Meknes,Meknès (Mun.),Oum Rabiâ,CSU-1
Fès-Meknès,Meknes,Meknès (Mun.),Al Wahda,CSU-1
Fès-Meknès,Meknes,Al Machouar - Stinia (Mun.),Bab Belkari,CSU-1
Fès-Meknès,Meknes,Boufakrane (Mun.),Boufakrane,CSU-2
Fès-Meknès,Meknes,Toulal (Mun.),Toulal,CSU-1
Fès-Meknès,Meknes,Toulal (Mun.),Quartier Administratif Toulal,CSU-1
Fès-Meknès,Meknes,Moulay Driss Zerhoun (Mun.),Moulay Idriss Zerhoun,CSU-2
Fès-Meknès,Meknes,Ouislane (Mun.),Al Boustane,CSU-1
Fès-Meknès,Meknes,Ouislane (Mun.),Ouislane,CSU-1
Fès-Meknès,Meknes,Ouislane (Mun.),Saada,CSU-1
Fès-Meknès,Meknes,Ain Jemaa,Ain Jemaa,CSR-2
Fès-Meknès,Meknes,Ain Karma- Oued Rommane,Ain Karma,CSR-1
Fès-Meknès,Meknes,Ain Karma- Oued Rommane,Oued Rommane,DR
Fès-Meknès,Meknes,Ain Orma,Ain Orma,CSR-2
Fès-Meknès,Meknes,Ait Ouallal,Ait Aissa Addi,CSR-1
Fès-Meknès,Meknes,Dar Oum Soltane,Dar oum Soltane,CSR-1
Fès-Meknès,Meknes,Dkhissa,Zoualet,CSR-1
Fès-Meknès,Meknes,Majjate,Majjate,CSR-1
Fès-Meknès,Meknes,Majjate,Bridia,DR
Fès-Meknès,Meknes,Sidi Slimane Moul Al Kifane,Sidi Slimane,CSR-1
Fès-Meknès,Meknes,Sidi Slimane Moul Al Kifane,Haj Kaddour,CSR-1
Fès-Meknès,Meknes,M'haya,Mhaya,CSR-2
Fès-Meknès,Meknes,M'haya,Ouled Slim,DR
Fès-Meknès,Meknes,Oued Jdida,Ouad Jdida,CSR-1
Fès-Meknès,Meknes,Oued Jdida,Ain Agoual,DR
Fès-Meknès,Meknes,MRhassiyine,Mrhassiyine,CSR-1
Fès-Meknès,Meknes,Meknès (Mun.),El Bassatine,CSU-1
Fès-Meknès,Meknes,Meknès (Mun.),Al Anouar,CSU-1
Fès-Meknès,Meknes,Meknès (Mun.),Izdihar,CSU-1
Fès-Meknès,Meknes,Meknès (Mun.),Moulay Youssef (Ville Nouvelle),CSU-1
Fès-Meknès,Meknes,Meknès (Mun.),Oujeh Arouss,CSU-1
Fès-Meknès,Meknes,MRhassiyine,Sidi Ali,DR
Fès-Meknès,Boulemane,Boulemane (Mun.),Boulmane,CSU-2
Fès-Meknès,Boulemane,Imouzzer Marmoucha (Mun.),Imouzer Mermoucha,CSU-2
Fès-Meknès,Boulemane,Missour (Mun.),Missour,CSU-1
Fès-Meknès,Boulemane,Outat El Haj (Mun.),Outat  El Haj,CSU-1
Fès-Meknès,Boulemane,Enjil,Enjil Akhatar,CSR-2
Fès-Meknès,Boulemane,Enjil,Achlouj,DR
Fès-Meknès,Boulemane,Enjil,Enjil Ait Lahcen,DR
Fès-Meknès,Boulemane,Serghina,Sarghina (Ifkiren),CSR-1
Fès-Meknès,Boulemane,Serghina,Ait ben moussa,DR
Fès-Meknès,Boulemane,Guigou,Guigou,CSR-2
Fès-Meknès,Boulemane,Guigou,Ait Hamza,DR
Fès-Meknès,Boulemane,Guigou,Taghzout,DR
Fès-Meknès,Boulemane,Ait Bazza,Ait Bazza,CSR-1
Fès-Meknès,Boulemane,Ait El Mane,Ait El Mane,CSR-1
Fès-Meknès,Boulemane,Almis Marmoucha,Almis Marmoucha,CSR-1
Fès-Meknès,Boulemane,Talzemt,Ahachad,CSR-1
Fès-Meknès,Boulemane,Talzemt,Talzemt,DR
Fès-Meknès,Boulemane,El Mers,El Mers,CSR-1
Fès-Meknès,Boulemane,Skoura M'Daz,Skoura,CSR-2
Fès-Meknès,Boulemane,Skoura M'Daz,Taghroute,DR
Fès-Meknès,Boulemane,Skoura M'Daz,Taferdouste,DR
Fès-Meknès,Boulemane,Ksabi Moulouya,Ksabi,CSR-2
Fès-Meknès,Boulemane,Ksabi Moulouya,Boussalam,DR
Fès-Meknès,Boulemane,Ksabi Moulouya,Ait Blal,DR
Fès-Meknès,Boulemane,Ksabi Moulouya,Tourirat,DR
Fès-Meknès,Boulemane,Ouizeght,Ouizeght,CSR-1
Fès-Meknès,Boulemane,Ouizeght,Magdoul,DR
Fès-Meknès,Boulemane,Ouizeght,Tagourast,DR
Fès-Meknès,Boulemane,Sidi Boutayeb,Ouled Bouzazia,CSR-1
Fès-Meknès,Boulemane,Sidi Boutayeb,Ouled Sguir,DR
Fès-Meknès,Boulemane,Sidi Boutayeb,Gaa Jaber,DR
Fès-Meknès,Boulemane,Oulad Ali Youssef,Ouled Ali,CSR-2
Fès-Meknès,Boulemane,Oulad Ali Youssef,Tsiwant,DR
Fès-Meknès,Boulemane,El Orjane,El Orjane,CSR-1
Fès-Meknès,Boulemane,El Orjane,Tirnest,DR
Fès-Meknès,Boulemane,Ermila,Ouled Mellouk,CSR-1
Fès-Meknès,Boulemane,Ermila,Tegour,DR
Fès-Meknès,Boulemane,Tissaf,Tissaf,CSR-1
Fès-Meknès,Boulemane,Fritissa,Tendite,CSR-2
Fès-Meknès,Boulemane,Fritissa,Ouled Jerrar,DR
Fès-Meknès,Boulemane,Missour (Mun.),Missour,CDTMR
Fès-Meknès,Boulemane,Missour (Mun.),Lab. Epidemiologique,LSP
Fès-Meknès,Boulemane,Oulad Ali Youssef,Bni Hassan,DR
Fès-Meknès,Boulemane,Boulemane (Mun.),Boulemane,CRSR
Fès-Meknès,El Hajeb,Ain Taoujdate (Mun.),Jradi,CSU-1
Fès-Meknès,El Hajeb,El Hajeb (Mun.),El Hajeb-CDTMR,CDTMR
Fès-Meknès,El Hajeb,Agourai (Mun.),Agourai,CSU-2
Fès-Meknès,El Hajeb,Ain Taoujdate (Mun.),A.Taoujdate,CSU-2
Fès-Meknès,El Hajeb,El Hajeb (Mun.),El Hajeb I,CSU-1
Fès-Meknès,El Hajeb,El Hajeb (Mun.),El Hajeb II,CSU-1
Fès-Meknès,El Hajeb,Sabaa Aiyoun (Mun.),Sbaa Ayoun,CSU-2
Fès-Meknès,El Hajeb,Ait Yaazem,Ait Yaazem,CSR-1
Fès-Meknès,El Hajeb,Tamchachate,Med ZERKTOUNI (SAADA),CSR-1
Fès-Meknès,El Hajeb,Ait Ouikhalfen,Ait Ouikhalef (Youssoufia),CSR-1
Fès-Meknès,El Hajeb,Jahjouh,Sebt Jahjouh,CSR-2
Fès-Meknès,El Hajeb,Ras Ijerri,Ras Ijerri,CSR-1
Fès-Meknès,El Hajeb,Ait Boubidmane,Bouderbala,CSR-1
Fès-Meknès,El Hajeb,Ait Boubidmane,Souk El Gour,DR
Fès-Meknès,El Hajeb,Ait Harz Allah,Ait Harz Allah,CSR-1
Fès-Meknès,El Hajeb,Ait Harz Allah,Ben Kaddouch,DR
Fès-Meknès,El Hajeb,Ait Harz Allah,Aghbalou Oumlil,DR
Fès-Meknès,El Hajeb,Bitit,Ait Ouallal,CSR-1
Fès-Meknès,El Hajeb,Laqsir,Laqsir,CSR-1
Fès-Meknès,El Hajeb,Laqsir,Ait Brahim,DR
Fès-Meknès,El Hajeb,Ait Bourzouine,Ait Bourzouine (Rabil),CSR-1
Fès-Meknès,El Hajeb,Ait Bourzouine,Boualouzen,DR
Fès-Meknès,El Hajeb,Ait Naamane,Abdelkrim El Khattabi (Ait Naamane),CSR-1
Fès-Meknès,El Hajeb,Iqaddar,Amane Sayarnine (Iqaddar),CSR-1
Fès-Meknès,El Hajeb,Iqaddar,Lassadam,DR
Fès-Meknès,El Hajeb,Ait Yaazem,Ait Marghad,DR
Fès-Meknès,Fes,Ain Bida,Ain Bida,CSR-1
Fès-Meknès,Fes,Sidi Harazem,Sidi Harazem,CSR-1
Fès-Meknès,Fes,Sidi Harazem,Skhinate,CSR-1
Fès-Meknès,Fes,Agdal (Arrond.),Centre De Reference,CRSR
Fès-Meknès,Fes,Agdal (Arrond.),Labo. Epidemiologique,LSP
Fès-Meknès,Fes,Agdal (Arrond.),Ville Nouvelle,CSU-1
Fès-Meknès,Fes,Agdal (Arrond.),Dokkarat,CSU-1
Fès-Meknès,Fes,Agdal (Arrond.),Adarissa,CSU-1
Fès-Meknès,Fes,Agdal (Arrond.),Dar Dbibagh,CSU-1
Fès-Meknès,Fes,Agdal (Arrond.),Sidi Brahim,CSU-1
Fès-Meknès,Fes,Agdal (Arrond.),Hay Tarik,CSU-1
Fès-Meknès,Fes,Méchouar Fès Jdid (Mun.),Bab Boujat,CSU-1
Fès-Meknès,Fes,Méchouar Fès Jdid (Mun.),Boutouil,CSU-1
Fès-Meknès,Fes,Méchouar Fès Jdid (Mun.),Bab Jiaf,CSU-1
Fès-Meknès,Fes,Saiss (Arrond.),Ryad Saiss,CSU-1
Fès-Meknès,Fes,Saiss (Arrond.),Nargiss,CSU-1
Fès-Meknès,Fes,Saiss (Arrond.),Aouinat Hajjaj,CSU-1
